id,metadata,first_sentence,moves
319,"Walker, A. Designing new products for new generations in a resource constrained world: Wine consumption in 2025 (2013) International Journal of Design Education, 6 (1), pp. 33-45.",Environmental initiatives and legislation are encouraging organisations to consider the impacts that their businesses' activities are having on the environment.,<1> <1> <1> <1> <1> <1> <1> <1> <1>
320,"Wheatley, C. The new Eve: Faith, femininity and the fairy tale in Catherine Breillat's Barbe bleue/Bluebeard (2009) (2013) Studies in European Cinema, 10 (1), pp. 71-80. Cited 1 time.","If previous variants on the Bluebeard myth can be seen as what Marina Warner has termed 'a version of the Fall in which Eve is allowed to get away with it' (1995), Catherine Breillat's 2009 adaptation of Charles Perrault's fairy tales sees Barbe bleue as Eve, his young bride, 'the serpent in the garden' (Wheatley 2010: 42).",<1> <1> <1> <6> <5> <5> <5>
321,"Cherciov, M. Investigating the impact of attitude on first language attrition and second language acquisition from a Dynamic Systems Theory perspective (2013) International Journal of Bilingualism, 17 (6), pp. 716-733.",The factor attitude is generally considered to be among the most influential for first language (L1) attrition.,<1> <1> <1> <1> <1> <2> <4> <4> <4> <5> <5> <5>
322,"Bartolac, A. Students attitudes toward cohabitation and marriage [Stavovi studenata o kohabitaciji i braku] (2013) Socijalna Ekologija, 22 (2), pp. 107-131.",The aim of empirical research presented in this paper was to examine students' attitudes toward cohabitation and marriage.,<2> <3> <3> <4> <4> <4> <4> <4> <5> <5> <5>
323,"El-Adayleh, L.M., Al-Hadedy, H.T. Attitudes of social work students' at Al-Balqa applied University towards their academic study (2013) Dirasat: Human and Social Sciences, 40 (3), pp. 787-806.","This study aimed to explore attitudes social work students' at-Al-Balqa applied University towards their academic study, and to report the relationship between some factors as ""sex, education level, residence place and GPA and their attitudes towards their academic study.",<2> <3> <4> <4> <4> <4>
324,"Shiri, S. Learners' attitudes toward regional dialects and destination preferences in study abroad (2013) Foreign Language Annals, 46 (4), pp. 565-587.",This study explored the impact of short-term study abroad on the language attitudes of college-level learners of Arabic in the United States.,<2> <2> <3> <4> <5> <5> <5>
325,"Ogunbode, C.A. The NEP scale: Measuring ecological attitudes/worldviews in an African context (2013) Environment, Development and Sustainability, 15 (6), pp. 1477-1494. Cited 1 time.","Given the significance of human behavior as a major driver of most environmental problems, it is generally agreed that efforts to promote global ecological and economic sustainability must now include attempts to understand public perceptions of, and attitudes toward, environmental issues.",<1> <4> <1> <3> <3> <4> <5> <5> <5>
326,"Glock, S.a , Kneer, J.b , Kovacs, C.a  Preservice teachers' implicit attitudes toward students with and without immigration background: A pilot study (2013) Studies in Educational Evaluation, 39 (4), pp. 204-210.",Minority students are often disadvantaged in school.,<1> <1> <1> <1> <4> <4> <5> <5> <5>
327,"Hess, S., Shires, J., Jopson, A. Accommodating underlying pro-environmental attitudes in a rail travel context: Application of a latent variable latent class specification (2013) Transportation Research Part D: Transport and Environment, 25, pp. 42-48.","We specify a latent class structure that allocates respondents to two classes with substantially different valuations of greenhouse gas emissions, and show how the allocation of a given respondent to either class is a function of underlying attitudes that also drive the answers to a number of attitudinal questions.",<2> <4> <4> <4>
328,"LeÅ¡nik, S., Brumen, M., Grmek, M.I. Attitudes of parents toward learning foreign languages- A Slovene case study (2013) New Educational Review, 34 (4), pp. 52-62.",The article deals with different attitudes parents have toward learning foreign languages in primary school.,<1> <2> <3> <4> <4> <5>
329,"White, A.E.a , Kenrick, D.T.a , Neel, R.b , Neuberg, S.L.a  From the bedroom to the budget deficit: Mate competition changes men's attitudes toward economic redistribution (2013) Journal of Personality and Social Psychology, 105 (6), pp. 924-940.",How do economic recessions influence attitudes toward redistribution of wealth?,<1> <1> <1> <1> <4> <5> <5> <5>
330,"Hannigan, A.a , Gill, O.b , Leavy, A.M.c  An investigation of prospective secondary mathematics teachers' conceptual knowledge of and attitudes towards statistics (2013) Journal of Mathematics Teacher Education, 16 (6), pp. 427-449. Cited 1 time.","The development of statistical literacy is fast becoming the focus of a large part of mathematics instruction at primary, secondary and tertiary levels.",<1> <1> <1> <2> <3> <3> <3> <3> <3> <4> <4> <5> <5> <5>
331,"SucuoÇ§lu, B.a , BakkaloÇ§lu, H.a , Karasu, F.I.b , Demir, S.a , Akalin, S.a  Inclusive preschool teachers: Their attitudes and knowledge about inclusion (2013) International Journal of Early Childhood Special Education, 5 (2), pp. 107-128.",The purpose of the current study was to investigate the knowledge and attitudes of preschool teachers regarding inclusive practices and to determine the relationship between knowledge and attitudes of the teacher about inclusion.,<2> <3> <3> <4> <4> <5>
332,"Kibirige, I., Osodo, J., Kgasago, D.O. Grade seven female learners' attitudes towards natural sciences in Sekhukhune District, South Africa (2013) Mediterranean Journal of Social Sciences, 4 (14), pp. 37-44.",The purpose of this study was to find out grade seven female learners' the attitudes towards science and also to explore whether self-confidence towards science and knowledge about the usefulness of science influenced their attitudes.,<2> <3> <3> <4> <4> <4> <5>
333,"Spears, S.a , Houston, D.a , Boarnet, M.G.b  Illuminating the unseen in transit use: A framework for examining the effect of attitudes and perceptions on travel behavior (2013) Transportation Research Part A: Policy and Practice, 58, pp. 40-53.","This study develops the Perception-Intention-Adaptation (PIA) framework to examine the role of attitudes, perceptions, and norms in public transportation ridership.",<2> <3> <3> <4> <5> <5> <5>
334,"BÃ¼men, N.T., Ercan Ãzaydin, T. Changes on teacher self-efficacy and attitudes towards teaching profession from candidacy to induction [Adayliktan gÃ¶reve Ã¶Ç§retmen Ã¶zyeterligi ve ?Ç§retmenlik mesleÇ§ine yÃ¶nelik tutumlardaki deÇ§iÅimler] (2013) Egitim ve Bilim, 38 (169), pp. 109-125.","In this study, it is aimed to investigate changes in teacher self-efficacy and attitudes towards teaching profession from entry into a four-year pre-service teacher education program through the induction year.",<2> <3> <3> <4> <4>
335,"Perry, R., Sibley, C.G. A dual-process motivational model of social and economic policy attitudes (2013) Analyses of Social Issues and Public Policy, 13 (1), pp. 262-285.",The dual process model (DPM) of ideology and prejudice suggests that right-wing authoritarianism (RWA) and social dominance orientation (SDO) should differentially predict support for social versus economic policies.,<1> <3> <3> <3> <3> <4> <4> <4>
336,"Nteta, T.M.a , Greenlee, J.S.b  A Change is Gonna Come: Generational Membership and White Racial Attitudes in the 21st Century (2013) Political Psychology, 34 (6), pp. 877-897.","The election of President Barack Obama offers a unique opportunity to test the impressionable-years hypothesis-the theory of political socialization that predicts that widely experienced political events can have a lasting impact on the political attitudes of individuals who experience that event in their youth, thereby creating a generational distinction.",<1> <3> <3> <4> <4> <4> <5> <5> <5>
337,"Hermann, N., Menzel, S. Threat Perception and Attitudes of Adolescents Towards Re-Introduced Wild Animals: A qualitative study of young learners from affected regions in Germany (2013) International Journal of Science Education, 35 (18), pp. 3062-3094.",Conservation efforts such as the restoration of European bison or the support of wolf immigration into Germany are often socio-scientifically controversial.,<1> <1> <1> <4> <4> <4> <4> <4> <4> <4> <4> <5> <5> <5>
338,"Grayman, J.K., Godfrey, E.B. Social Justice Attitudes and Their Demographic Correlates Among a Nationally Representative Sample of U.S. Adolescents (2013) Social Justice Research, 26 (4), pp. 422-444.","Compared to extant studies, this study uses more rigorous analyses to describe social justice attitudes and their correlates among a nationally representative sample of 2,811 U.S.",<3> <3> <3> <4> <4> <4> <4> <4> <4>
339,"Teppers, E.a , Klimstra, T.A.b , van Damme, C.a , Luyckx, K.a , Vanhalst, J.a , Goossens, L.a  Personality traits, loneliness, and attitudes toward aloneness in adolescence (2013) Journal of Social and Personal Relationships, 30 (8), pp. 1045-1063.","Within a dual-level model of personality, loneliness, and attitudes toward aloneness can be regarded as phase-specific adaptations that are influenced by personality traits.",<1> <3> <4> <4> <4> <4> <4> <4>
340,"Arroyo, A.a , Segrin, C.b  Family Interactions and Disordered Eating Attitudes: The Mediating Roles of Social Competence and Psychological Distress (2013) Communication Monographs, 80 (4), pp. 399-424.",This research explored the role of family interactions on young adult females' disordered eating attitudes as mediated by both social competence and psychological distress.,<2> <2> <4> <5> <5> <5>
341,"Taylor, N.b , Signal, T.a , Richards, E.a  A different cut? comparing attitudes toward animals and propensity for aggression within two primary industry cohorts-farmers and meatworkers (2013) Society and Animals, 21 (4), pp. 395-413.","Previous research has examined a range of demographic variables that have been shown to influence an individual's attitude toward, and in turn their treatment of, animals.",<1> <1> <2> <4> <5> <5> <5>
342,"Voicu, B., Åerban, M., Tudor, E., Deliu, A. Acquiescence effects in measuring attitudes towards immigrants: The case of Romania (2013) Calitatea Vietii, 2013 (3), pp. 311-340.",This papers tests for acquiescence effects on the attitudes towards immigrants.,<2> <1> <1> <1> <4> <4>
343,"Bifuh-Ambe, E. Developing successful writing teachers: Outcomes of professional development exploring teachers' perceptions of themselves as writers and writing teachers and their students' attitudes and abilities to write across the curriculum (2013) English Teaching, 12 (3), pp. 137-156.","Writing is a complex, recursive and difficult process that requires strategic decision-making across multiple domains (Graham, 2006; Pritchard & Honeycutt, 2006).",<1> <1> <1> <1> <3> <3> <4> <5> <5> <5>
344,"Scopus EXPORT DATE:20 Feb 2014 Chen, H.-R., Huang, J.-G.",The booming digital-content industry has resulted in an increasing number of e-learning Internet websites that provide online learning services.,<1> <1> <1> <3> <3> <4> <4> <4> <4> <4>
345,"Cherian, J.a , Jacob, J.b  Analysis of attitude towards online and print publications: A case study among university students (2013) Asian Social Science, 9 (1), pp. 52-59.",Users enjoy and like both online and print news papers.,<1> <1> <1> <1> <1> <2> <3> <4>
346,"Ghazali, Z., Ibrahim, N.A., Zainol, F.A. Factors affecting entrepreneurial intention among UniSZA students (2013) Asian Social Science, 9 (1), pp. 85-93.",Graduates contributions to entrepreneurship would stimulate the country's economic growth.,<1> <2> <3> <4> <4> <4> <4> <5>
347,"Binti Adnan, N.L.a , Muhammad Jamil, C.Z.b , Mohd Nor, N.A.b  Ethical antecedents of dysfunctional behaviour in performance measurement and control system (2013) Asian Social Science, 9 (1), pp. 29-41.","The importance of performance measurement and control system (PMCS) in enhancing the firm profitability and sustainability has certainly been admitted by many, but findings on its effectiveness have been inconclusive with certain dysfunctional behaviours (DB) like budgetary slack, information or measures manipulation, or gaming, have been reported.",<1> <1> <1> <1> <2> <2> <6> <5>
348,"Adefolaju, T. Women in the leadership and decision making processes of trade unions in Nigeria: Issues and prospects (2013) Asian Social Science, 9 (1), pp. 278-285.",Nigerian women had been active in the socio-economic development of their various societies long before colonisation.,<1> <1> <1> <1> <1> <3> <3> <3> <3> <4> <5>
349,"Hussainat, M.M.a , Ghnimat, Q.M.b , Al-dlaeen, M.A.c  The impact of unemployment on young people in the Jordanian community: A case study from unemployed perspective (2013) Asian Social Science, 9 (1), pp. 155-164.",The study aimed at identifying the social and psychological effects resulted from unemployment on the youth in the Jordanian community from their own perspective and their future attitudes.,<2> <2> <2> <3> <3> <4> <4> <5>
350,"Rytivaara, A. 'We don't question whether we can do this': Teacher identity in two co-teachers' narratives (2012) European Educational Research Journal, 11 (2), pp. 302-313. Cited 1 time.","Through the concept of teacher identity, this article examines in detail the factors in the process through which thetwo teachers under study changed from traditional teachers into coteaching professionals.",<1> <3> <4> <4> <5>
351,"Labra, C.B.a , Gras-Martsic, A.a  b  c , Mora-Torres, E.c , Sancho, T.d  Initial conditions for physics and mathematics education in architecture [Condiciones iniciales para la formaciÃ³n sicomatemÃ¡tica en arquitectura] (2012) Revista Brasileira de Ensino de Fisica, 34 (2), art. no. 2102, .","We compare the expectations in skills development and in physics and mathematics education of rst year undergraduates in architecture, as described in the syllabus, with the results of education research.",<3> <3> <4> <4> <4>
352,"Chen, Z.-H.a  b , Liao, C.C.Y.a , Cheng, H.N.H.a , Yeh, C.Y.C.a , Chan, T.-W.a  Influence of game quests on pupils' enjoyment and goal-pursuing in math learning (2012) Educational Technology and Society, 15 (2), pp. 317-327. Cited 1 time.","As a medium for learning, digital games provide promising possibilities to motivate and engage students in subject learning.",<1> <1> <1> <1> <1> <4> <4> <4> <4>
353,"Crescenzi, P.a , Malizia, A.b , Verri, M.C.a , DÃ­az, P.b , Aedo, I.b  Integrating algorithm visualization video into a first-year algorithm and data structure course (2012) Educational Technology and Society, 15 (2), pp. 115-124.","In this paper we describe the results that we have obtained while integrating algorithm visualization (AV) movies (strongly tightened with the other teaching material), within a first-year undergraduate course on algorithms and data structures.",<2> <4> <4> <5> <5> <5>
354,"Tai, Y. Contextualizing a MALL: Practice design and evaluation (2012) Educational Technology and Society, 15 (2), pp. 220-230. Cited 4 times.","Mobile technologies have been successfully implemented in language learning, and have supported various innovative designs.",<1> <1> <2> <3> <4> <2> <2> <2> <2>
355,"Jiang, W.a  b , Fu, C.c  How does the foreign audience respond to China's cultural exchange programs Abroad: Survey evidence from the 2011 Terracotta Army exhibition in Montreal (2013) Asian Social Science, 9 (1), pp. 232-248.","Considerable negative views of China's rise persist in international opinion, highlighted by criticisms of China's domestic and foreign affairs and concerns of ""China threat"".",<1> <1> <1> <1> <5>
356,"Hsu, Y.-C.a , Ho, H.N.J.a , Tsai, C.-C.a , Hwang, G.-J.a , Chu, H.-C.b , Wang, C.-Y.c , Chen, N.-S.d  Research trends in technology-based learning from 2000 to 2009: A content analysis of publications in selected journals (2012) Educational Technology and Society, 15 (2), pp. 354-370. Cited 3 times.",This paper provides a content analysis of studies in technology-based learning (TBL) that were published in five Social Sciences Citation Index (SSCI) journals (i.e.,<2> <2> <3> <4> <4> <4> <5> <5> <5>
357,"Tsai, S.-C. Integration of multimedia courseware into ESP instruction for technological purposes in higher technical education (2012) Educational Technology and Society, 15 (2), pp. 50-61.",This study reports on integrating ESP (English for specific purposes) multimedia courseware for semiconductor technology into instruction of three different language programs in higher education by using it as a silent partner.,<2> <1> <1> <1> <3> <4> <4> <4> <4> <4>
358,"Yaakop, A.a , Hemsley-Brown, J.b  Hedonic pleasure and social image: The effectiveness of internet advertising (2013) Asian Social Science, 9 (1), pp. 179-192.",Online travel promotions and campaigns have intensified in recent years and the use of social media sites (SNS) in promoting tourism destinations is also increasingly common worldwide.,<1> <1> <1> <2> <2> <3> <4> <4> <5> <5>
359,"Bilici, S.C.a , ArmaÇ§an, F.O.b , Ãakir, N.K.c , YÃ¼rÃ¼k, N.c  Adaptation of astronomy attitude scale into Turkish: The validity and reliability analysis [Astronomi tutum Ã¶lÃ§eÇ§inin tÃ¼rkÃ§e'ye uyarlanmasi: GeÃ§erlik ve GÃ¼venirlik ÃaliÅmasi] (2012) Journal of Turkish Science Education, 9 (2), pp. 116-127.",The purpose of this study is to adapt Astronomy Attitude Scale (AAS) developed by Zeilik et al.,<2> <2> <3> <3> <4> <4> <4> <4>
360,"Aydeniz, M.a , Kaya, E.b  Factors impacting turkish students' attitudes towards science and their academic performance in science (2012) Journal of Turkish Science Education, 9 (2), pp. 25-48.",This case study investigated the factors that impact Turkish high school students' attitudes towards science and their academic performance in science.,<2> <3> <4> <4> <5>
361,"Hinton, S. The attitudes of street children towards forgiving their wartime oppressors: Sierra leone (2012) International Journal of Diversity in Organisations, Communities and Nations, 11 (2), pp. 141-154.","The International Convention on the Rights of a Child (1989) recognized among other things that a child should grow up in a family environment, and in an atmosphere of happiness, love, and understanding.",<1> <2> <1> <1> <3> <3> <3> <3> <3> <3> <3>
362,"HiniÄ, D. Differences in perception and attitudes toward environmental issues of the citizens of Novi Pazar [Razlike u percepciji i doÅ¾ivljaju ekoloÅ¡kih problema stanovnika Novog Pazara] (2012) Socijalna Ekologija, 21 (3), pp. 297-309.","In this research, we address the first group of questions, i.e.",<2> <2> <3> <4> <3>
363,"Fearon, K., Mearns, E. The media initiative for children: Using early years programmes to tackle sectarianism and racism (2012) International Journal of Diversity in Organisations, Communities and Nations, 11 (5), pp. 139-148.","The Media Initiative for Children (MIFC) was developed by Early Years, the organisation for young children in Northern Ireland, and Pii, the Peace Initiatives Institute in the USA.",<1> <1> <2> <1> <1> <1> <2> <6> <6> <3> <4> <4> <4>
364,"Yang, X. Ritual propriety and political intrigue in the Xuande Gate incident (2012) T'oung Pao, 98 (1-3), pp. 145-177.","The 1073 incident at the Xuande Gate, involving Wang Anshi's alleged breach of imperial protocol, was a turning point both in his career and in emperor Shenzong's policies.",<1> <1> <1> <1> <1> <1> <1>
365,"Gatina, L. The impact of home institutions on the financial risk of immigrants: Evidence from Australia (2012) International Journal of Diversity in Organisations, Communities and Nations, 11 (4), pp. 37-54.","In the year 2000, 24.6 per cent of Australian residents of working age were immigrants and, according to forecasts from the World Bank, immigration flows from developing to high-income countries will continue to increase.",<1> <1> <1> <1> <2> <1> <1> <1> <1> <4> <4> <4> <5> <5> <5>
366,"Kenawy, I., ElKadi, H. Diversity and thermal comfort in outdoor places (2012) International Journal of Diversity in Organisations, Communities and Nations, 11 (1), pp. 237-248.",Sustainable cities should be livable cities where people from different backgrounds and with different aspirations can meet and interact with each other.,<1> <1> <1> <1> <1> <1> <1> <1> <2> <2> <2>
367,"Naami, A., Liese, H. The impact of unemployment on women with physical disabilities in Tamale, Ghana (2012) International Journal of Diversity in Organisations, Communities and Nations, 11 (2), pp. 117-128.",Unemployment rates among persons with disabilities are high.,<1> <1> <1> <2> <3> <3> <3> <3> <3> <3> <4> <4> <4> <4> <4> <4> <5> <5> <5>
368,"PedÃ¼k, Å.B.a , AhmetoÇ§lu, E.b  An investigation into the impact of studying an introductory course on special educational needs on student, teachers and their attitudes towards disabled people (2012) Specialusis Ugdymas, 26 (1), pp. 125-131.","The aim of the research is to determine the impact on the attitudes of trainee teachers towards disabled people whether they study a special educational needs course and to investigate whether gender, birth order, education level, working status and residential place create a difference in teacher candidates' attitudes.",<2> <3> <3> <4> <4>
369,"Nyilasy, G.a , Gangadharbatla, H.b , Paladino, A.a  Greenwashing: A consumer perspective (2012) Economics and Sociology, 5 (2), pp. 116-123.",The purpose of this research is to investigate the effects of green corporate advertising and corporate environmental performance.,<2> <2> <3> <4>
370,"Krutuliene, S.a , Bagdonas, A.a , Jakutiene, V.a , ZdanaviÄiute, G.b  Psychosocial situation of persons suffering from epilepsy (2012) Specialusis Ugdymas, 26 (1), pp. 45-62.",The article seeks to elucidate the psychosocial life effects experienced by people who have epilepsy and their families.,<2> <2> <4> <4> <4> <4>
371,"Alifanoviene, D.a , StriÅ¡kiene, O.a , Kepalaite, A.b  An analysis of the social problems experienced by large families from the standpoint of community members (2012) Specialusis Ugdymas, 26 (1), pp. 70-77.","In analysing the experiences of the social situations of large families, descriptive mathematical statistics (means, percentage frequencies) and non-parametric Kruskal-Wallis criterion were used.",<3> <4> <4> <5>
372,"van der Weijden, I.a , Verbree, M.b  c , van den Besselaar, P.c  From bench to bedside: The societal orientation of research leaders: The case of biomedical and health research in the Netherlands (2012) Science and Public Policy, 39 (3), pp. 285-303. Cited 3 times.",This paper answers five questions about the societal impact of research.,<2> <2> <2> <2> <2> <2> <2> <2> <4> <4> <4> <4> <4> <4> <4>
373,"Vaidelyte, E. Philanthropy perception in Lithuania: Attitudes of civil servants and community leaders (2012) Public Policy and Administration, 11 (3), pp. 434-446.",The article discusses general perception of philanthropy in public policy context analyzing the attitudes of civil servants and community leaders.,<1> <1> <1> <1> <1> <1> <1>
374,"Airey, J. ""I don't teach language"": The linguistic attitudes of physics lecturers in Sweden (2012) AILA Review, 25 (1), pp. 64-79.","From a disciplinary discourse perspective, all university courses can be said to involve content and language integrated learning (CLIL) even in monolingual settings.",<1> <1> <2> <2> <3> <3> <3> <4> <4> <5> <5> <5>
375,"Kyriakakis, S.a , Dawson, B.A.a , Edmond, T.b  Mexican immigrant survivors of intimate partner violence: Conceptualization and descriptions of abuse (2012) Violence and Victims, 27 (4), pp. 548-562.",This phenomenological qualitative study examines intimate partner violence (IPV) experienced by a sample of 29 Mexican immigrant women residing in New York and St.,<3> <3> <4> <4> <4> <4> <4> <4>
376,"Belshaw, S.H.a , Siddique, J.A.b , Tanner, J.c , Osho, G.S.d  The relationship between dating violence and suicidal behaviors in a national sample of adolescents (2012) Violence and Victims, 27 (4), pp. 580-591.",Relationship violence is a common problem faced by adolescents in the United States.,<1> <1> <3> <4> <5> <5> <5>
377,"Nyamathi, A.a , Marlow, E.b , Zhang, S.c , Hall, E.d , Farabee, D.d , Marfisee, M.a , Khalilifard, F.a , Faucette, M.e , Leake, B.a  Correlates of serious violent crime for recently released parolees with a history of homelessness (2012) Violence and Victims, 27 (5), pp. 793-810.","This study used baseline data on recently released paroled men who are homeless (N 5 157), residing in a residential drug treatment program, and enrolled in a longitudinal study to examine personal, developmental, and social correlates of parolees who are homeless and who have committed serious violent offenses.",<3> <4> <4> <4> <4>
378,"Graham, K., Bernards., S., Flynn, A., Tremblay, P.F., Wells, S. Does the relationship between depression and intimate partner aggression vary by gender, victim-perpetrator role, and aggression severity (2012) Violence and Victims, 27 (5), pp. 730-743. Cited 1 time.","Research has shown a consistent link between intimate partner violence (IPV) and depression, although this association may vary by gender, role in IPV (victim, perpetrator,or bidirectional), and aggression severity.",<1> <3> <3> <4> <4> <4> <4> <4>
379,"Taylor, M.J., Wamser, R.A., Welch, D.Z., Nanney, J.T. Multidimensional self-esteem as a mediator of the relationship between sports participation and victimization: A study of african american girls (2012) Violence and Victims, 27 (3), pp. 434-452. Cited 1 time.","The purpose of this study that focused on African American high school girls was threefold.First, the relationship of sports participation and victimization was explored.",<2> <2> <2> <3> <4> <4> <5> <5> <5>
380,"Kim, Y.a , Corley, E.A.a , Scheufele, D.A.b  Classifying US nano-scientists: Of cautious innovators, regulators, and technology optimists (2012) Science and Public Policy, 39 (1), pp. 30-38. Cited 2 times.","Government regulations to address technological risks are important for the successful development and application of nanotechnology, but there is an ongoing debate in the USA about who is responsible for the regulation of nanotechnology.",<1> <2> <2> <4> <4> <4> <4> <4> <4>
381,"Fortanet-GÃ³mez, I. Academics' beliefs about language use and proficiency in Spanish multilingual higher education (2012) AILA Review, 25 (1), pp. 48-63.","Today, more and more universities in Spain are starting to design language policies, usually including Spanish and English.",<1> <1> <2> <2> <3> <3> <4> <4> <4>
382,"Wasarhaley, N.E., Simcic, T.A., Golding, J.M. Mock juror perception of sexual assault nurse examiner testimony (2012) Violence and Victims, 27 (4), pp. 500-511.",The perception of a sexual assault nurse examiner's (SANE) testimony in a criminal rape trial was investigated.,<1> <3> <4> <4> <4> <4>
383,"Visockyte, E. The need for civil service reform in Lithuania: Civil servants' position [Lietuvos valstybes tarnybos reformos poreikis valstybes tarnautoju poÅ¾iuriu] (2012) Public Policy and Administration, 11 (3), pp. 488-501.",The article presents the opinion of Lithuanian civil servants on the need for the ongoing national civil service reform.,<1> <1> <2> <3> <3> <3>
384,"Pivoras, S. Improving the competitive selection for civil service in Lithuania with respect to the challenges of good governance [Konkursines atrankos i Lietuvos valstybes tarnyba tobulinimas gero valdymo iÅ¡Å¡ukiu perspektyvoje] (2012) Public Policy and Administration, 11 (3), pp. 473-487.",Employee staffing and selection is one of the main elements of human resource manage-ment.,<1> <2> <3>
385,"Ghassemi, M. The impact of cooperative listening materials adaptation on listening comprehension performance of Iranian EFL learners (2013) English Language Teaching, 6 (2), pp. 45-54. Cited 1 time.",Listening comprehension has gained more prominence in EFL/ESL classes.,<1> <1> <1> <1> <1> <1> <2> <2> <3> <4> <4> <4> <4>
386,"Dobnik, M.K.a , Äagran, B.b , Rozman, J.C.c  The role and importance of movement and dance activities in the music educational process [Vloga in pomen gibalno-plesnih aktivnosti pri pouku glasbe] (2012) Didactica Slovenica - Pedagoska Obzorja, 27 (3-4), pp. 3-22.",The article presents the importance and role of movement and dance activities in the music educational process.,<1> <1> <1> <2> <2>
387,"Choe, D.E.a , Zimmerman, M.A.a , Devnarain, B.b  Youth Violence in South Africa: Exposure, attitudes, and resilience in zulu adolescents (2012) Violence and Victims, 27 (2), pp. 166-181.",Exposure to violence is common in South Africa.,<1> <1> <2> <3> <3> <4> <4> <4> <4> <4> <4> <4>
388,"Holden, I.I. Predictors of students' attitudes toward science literacy (2012) Communications in Information Literacy, 6 (1), pp. 107-123.",Being information and science literate are crucial in an age when scientific developments influence the political arena and vice versa.,<1> <1> <1> <1> <2> <4>
389,"Rich, K., Seffrin, P. Police interviews of sexual assault reporters: Do attitudes matter? (2012) Violence and Victims, 27 (2), pp. 263-279. Cited 2 times.",Sexual assault is underreported in the United States.,<1> <1> <1> <1> <1> <3> <4> <4> <4> <4> <4> <4>
390,"Hishinuma, E.S.a , Umemoto, K.N.a , Nguyen, T.G.b , Chang, J.Y.c , Bautista, R.P.M.d  Epidemiology of mixed martial arts and youth violence in an ethnically diverse sample (2012) Violence and Victims, 27 (1), pp. 43-69.","Mixed martial arts' (MMAs) growing international popularity has rekindled the discussion on the advantages (e.g., exercise) and disadvantages (e.g., possible injury) of contact sports.",<1> <2> <4> <4> <4> <4> <5> <5> <5>
391,"Woody, J.D., Beldin, K.L. The mental health focus in rape crisis services: Tensions and recommendations (2012) Violence and Victims, 27 (1), pp. 95-108.","In the evolution of rape crisis services, tensions persist between rape crisis service programs and mental health professionals.",<1> <1> <1> <2> <5> <5> <5>
392,"Krystallis, A., Chrysochou, P. The effects of service brand dimensions on brand loyalty (2014) Journal of Retailing and Consumer Services, 21 (2), pp. 139-147.",Both frequency of drinking and frequency of binge drinking were measured.,<3> <4> <4> <4> <5> <5> <5>
393,"Salager-Meyer, F. The importance of medical case reports (2012) European Science Editing, 38 (2), p. 38. Cited 2 times.",The essay emphasises the importance of medical case reports.,<1> <1> <1> <1>
394,"Osborn, J.L. When TV and marriage meet: A social exchange analysis of the impact of television viewing on marital satisfaction and commitment (2012) Mass Communication and Society, 15 (5), pp. 739-751. Cited 1 time.","Although several studies have examined the association between television viewing and romantic relationships, differences in theoretical grounding, methodology, and findings have produced a picture that is decidedly unclear.",<1> <1> <1> <4> <4> <4>
395,"Cahoy, E.S.a , Schroeder, R.b  Embedding affective learning outcomes in library instruction (2012) Communications in Information Literacy, 6 (1), pp. 73-90. Cited 2 times.","While information literacy in higher education has long been focused on cognitive learning out-comes, attention must be paid to students' affective, emotional needs throughout the research process.",<1> <2> <4> <4>
396,"de Matos, F.L. Recent dynamics in the Portuguese housing market as compared with the European union (2012) Bulletin of Geography, 18, pp. 69-84.","The closing years of the 20th century witnessed profound changes in the European housing market, characterised by an increase in owner-occupied housing; instability of house prices (leading to a serious crisis in some regions, in light of a fall in demand); a change in people's attitude to the housing market, involving a rise in the importance of location, the quality of materials and spaces, environmental sustainability, and architectural and urban innovation.",<1> <1> <1> <1> <2> <2> <2> <2>
397,"Garagozov, R. Implicit measures of attitude change via narrative intervention in the Karabakh conflict (2013) Dynamics of Asymmetric Conflict: Pathways toward Terrorism and Genocide, 6 (1-3), pp. 98-109.",We used qualitative approach with focus group discussion like the data gathering method and content analysis for data analysis.,<3> <3> <3> <3> <4> <4> <4> <4> <4>
398,"GarcÃ­a, L.Y.a , Cerda, A.A.b , Aceituno, J.S.c , MuÃ±oz, M.F.c  8.8 Earthquake: Impact on academic performance of basic education students in Chile [Terremoto 8.8: Impacto en el desempeÃ±o acadÃ©mico de los alumnos de educaciÃ³n bÃ¡sica en Chile] (2012) Innovar, 22 (43), pp. 93-104.","The main objective of this work is to determine the variables of effects generated by the earthquake that had an influence on academic performance among students at the five main urban centers in the Maule region of Chile, through a Logit ordinal type model using discrete multiplechoice tests.",<2> <4> <4> <4>
399,"Dollinger, B.a , Rudolph, M.a , Schmidt-Semisch, H.b , Urban, M.b  The golden age of integration?: The representation of juvenile delinquency in journals of the police and the youth welfare services in the 1970s [Ein goldenes zeitalter der integration? Die reprÃ¤sentation von jugendkriminalitÃ¤t in polizeilichen und sozialpÃ¤dagogischen zeitschriften der 1970er Jahre] (2012) Kriminologisches Journal, 44 (4), pp. 279-297.",Recently the exposure to juvenile delinquency was subject to significant changes.,<1> <1> <1> <2> <3> <4> <4> <5>
