id,metadata,first_sentence,moves
83,"Allan, L.J.a , Johnson, J.A.b , Emerson, S.D.a  The role of individual difference variables in ageism (2014) Personality and Individual Differences, 59, pp. 32-37.","The aim of this study was to examine the role that personality traits, empathy traits, and gratitude have on ageist attitudes and aging anxiety.",<2> <1> <4> <4> <4>
84,"Mazaheri, E.a , Richard, M.O.a , Laroche, M.b , Ueltschy, L.C.c  The influence of culture, emotions, intangibility, and atmospheric cues on online behavior (2014) Journal of Business Research, 67 (3), pp. 253-259.",This paper examines how emotions and website atmospheric cues influence service tangibility and consumer attitudes.,<1> <2> <4> <4> <4> <4>
85,"KovÃ¡cs, J.a , PÃ¡ntya, J.a , MedvÃ©s, D.a , Hidegkuti, I.a , Heim, O.a , Bursavich, J.B.b  Justifying environmentally significant behavior choices: An American-Hungarian cross-cultural comparison (2014) Journal of Environmental Psychology, 37, pp. 31-39.",This study examined the function held by justification of environmentally harmful behavior in the relationship between environmental attitudes and environmental behavior.,<1> <2> <3> <4> <4> <4> <4>
86,"McPhee, D.M.a , Sears, G.J.b , Wiesner, W.H.c  Independent and joint effects of personality on intentions to become an active participant in local union activities in Canada (2014) Journal of Psychology: Interdisciplinary and Applied, 148 (2), pp. 145-159.","Drawing on the theory of planned behavior (TPB), this field study (N = 282) investigates the impact of two focal personality traits, extraversion and conscientiousness, on employees attitudes and intentions to actively participate in their local union.",<1> <2> <4> <4> <5>
87,"Pickett, J.T.a , Chiricos, T.b , Gertz, M.b  The racial foundations of whites' support for child saving (2014) Social Science Research, 44, pp. 44-59.",Scholars emphasize that attitudes toward rehabilitation and views about punitive policies are distinct phenomena with seemingly unique etiologies.,<1> <1> <1> <2> <4> <4>
88,"Schmid, R.F.a , Bernard, R.M.a , Borokhovski, E.a , Tamim, R.M.b , Abrami, P.C.a , Surkes, M.A.a , Wade, C.A.a , Woods, J.a  The effects of technology use in postsecondary education: A meta-analysis of classroom applications (2014) Computers and Education, 72, pp. 271-291.",This meta-analysis is a study of the experimental literature of technology use in postsecondary education from 1990 up to 2010 exclusive of studies of online or distance education previously reviewed by Bernard et al.,<1> <1> <2> <3> <4> <3> <3> <3> <4> <4> <4>
89,"Wan, C.a  b , Shen, G.Q.a , Yu, A.a  The moderating effect of perceived policy effectiveness on recycling intention (2014) Journal of Environmental Psychology, 37, pp. 55-60.","Currently, recycling is one of the main strategies to reduce the reliance on landfills in Hong Kong, where its landfills will reach their full capacities by the end of the 2010s.",<1> <2> <4> <5>
90,"Hattab, H.W. Impact of Entrepreneurship Education on Entrepreneurial Intentions of University Students in Egypt (2014) Journal of Entrepreneurship, 23 (1), pp. 1-18.",The main objective of the study was to investigate the impact of entrepreneurship education on the entrepreneurial intentions of university students to start a new venture using Linen's model.,<2> <3> <4> <5>
91,"McQueen, A.a , Shacham, E.b , Sumner, W.a , Overton, E.T.c  d  Beliefs, experience, and interest in pharmacotherapy among smokers with HIV (2014) American Journal of Health Behavior, 38 (2), pp. 284-296.","Objectives: To examine beliefs, prior use, and interest in using pharmacotherapy among people living with HIV/AIDS (PLWHA).",<2> <3> <4> <4> <4> <4> <5> <5> <6> <6>
92,"Adida, C.L.a , Laitin, D.D.b , Valfort, M.-A.c  Women, muslim immigrants, and economic integration in france (2014) Economics and Politics, 26 (1), pp. 79-95.",Muslim immigrants to Europe display distinctive attitudes toward women in a wide range of survey data.,<1> <2> <3> <3> <4>
93,"Ohri-Vachaspati, P. Parental perception of the nutritional quality of school meals and its association with students' school lunch participation (2014) Appetite, 74, pp. 44-47.",This study explores the association between parental perception of the nutritional quality of school meals and whether students eat lunch served at school.,<1> <2> <4> <5> <5>
94,"Braunsberger, K. The impact of animal welfare advertising on opposition to the canadian seal hunt and willingness to boycott the Canadian Seafood Industry (2014) Anthrozoos, 27 (1), pp. 111-125.","The purpose of this research was to measure and compare the initial and carryover effects of a video advertisement developed by an animal welfare organization, namely Harpseals.org.",<2> <1> <3> <3> <4> <4> <5>
95,"Park, J.a , Ha, S.b  Understanding Consumer Recycling Behavior: Combining the Theory of Planned Behavior and the Norm Activation Model (2014) Family and Consumer Sciences Research Journal, 42 (3), pp. 278-291.",This study proposed and tested a comprehensive model of the intention to recycle in which the norm activation model and the theory of planned behavior were combined.,<1> <2> <2> <3> <3> <4> <4> <4> <5>
96,"Zhang, Q.F. Transgender Representation by the People's Daily Since 1949 (2014) Sexuality and Culture, 18 (1), pp. 180-195.","With a focus on Chinese literature of the dynastic period, previous studies on transgender representation in China demonstrated a dichotomy between the attitude of the uppermost class and that of the general public.",<1> <1> <1> <2>
97,"Emile, M.a , Chalabaev, A.b , Stephan, Y.c , Corrion, K.a , d'Arripe-Longueville, F.a  Aging stereotypes and active lifestyle: Personal correlates ofstereotype internalization and relationships with level ofphysicalactivity among older adults (2014) Psychology of Sport and Exercise, 15 (2), pp. 198-204.",The goal of this study was to identify the personal correlates (openness to experience and implicit theories of ability) of internalization of aging stereotypes and its relationships with physical activity.,<2> <3> <4> <5>
98,"Goedde-Menke, M., Langer, T., Pfingsten, A. Impact of the financial crisis on bank run risk - Danger of the days after (2014) Journal of Banking and Finance, 40 (1), pp. 522-533.","We examine the developments of depositor knowledge, attitudes, and behavior throughout the recent financial crisis and discuss their impact on bank run risk.",<1> <3> <4> <4> <4> <5>
99,"Lee, S., Cho, S., Lee, J.-H. Approach-avoidance pattern of visual attention in hazardous drinkers with ambivalence (2014) Addictive Behaviors, 39 (3), pp. 669-676.",Ambivalence toward alcohol often develops when hazardous drinkers try to quit or to control their drinking.,<1> <2> <3> <3> <4> <4> <5> <5> <6>
100,"Booth, A.b , Cardona-Sosa, L.c , Nolen, P.a  Gender differences in risk aversion: Do single-sex environments affect their development? (2014) Journal of Economic Behavior and Organization, 99, pp. 126-154.",Single-sex classes within coeducational environments are likely to modify students' risk-taking attitudes in economically important ways.,<1> <2> <3> <3> <4> <4> <4> <5>
101,"Djupe, P.A.a , Sokhey, A.E.b  The Distribution and Determinants of Socially Supplied Political Expertise (2014) American Politics Research, 42 (2), pp. 199-225.","Recent work on social influence has highlighted the importance of socially supplied political expertise, crediting it with strengthening attitudes, resolving ambivalence, and encouraging political participation.",<1> <1> <1> <3> <5>
102,"Pedersen, L.B.a  b , Riise, J.c , Hole, A.R.d , Gyrd-Hansen, D.a  e  GPs' shifting agencies in choice of treatment (2014) Applied Economics, 46 (7), pp. 750-761.","Earlier studies have shown that general practitioners' (GPs) prescription choices are influenced by effect, patient costs and costs to society, patient attitude and own experience.",<1> <1> <2> <3> <3> <4> <4> <4> <5>
103,"Xu, Q.a , Sundar, S.S.b  c  Lights, Camera, Music, Interaction! Interactive Persuasion in E-commerce (2014) Communication Research, 41 (2), pp. 282-308.","Heightened interactivity and excitement characterize much of our online browsing, especially when it involves shopping on e-commerce websites.",<1> <1> <2> <4> <4> <4>
104,"Boerman, S.C., van Reijmersdal, E.A., Neijens, P.C. Effects of sponsorship disclosure timing on the processing of sponsored content: A study on the effectiveness of european disclosure regulations (2014) Psychology and Marketing, 31 (3), pp. 214-224.","This study investigates whether the timing of sponsorship disclosure affects viewers' processing of sponsored content, and whether a disclosure influences the persuasive effect of the sponsored content.",<1> <2> <4> <3> <4> <5> <3> <4> <5> <5>
105,"McClelland, A., Khanam, S., Furnham, A. Cultural and age differences in beliefs about depression: British Bangladeshis vs. British Whites (2014) Mental Health, Religion and Culture, 17 (3), pp. 225-238.",This study examines beliefs about depression as a function of ethnic background (British Bangladeshis vs.,<1> <1> <2> <3> <4> <4> <4> <1> <5>
106,"Wu, Y. Race/ethnicity and perceptions of the police: A comparison of White, Black, Asian and Hispanic Americans (2014) Policing and Society, 24 (2), pp. 135-157.",This study extends the dominant Black-White paradigm in assessing public perceptions of the police by including Hispanic and Asian Americans.,<1> <2> <4> <4> <4> <5>
107,"Miller, E.a , Das, M.b , Tancredi, D.J.c , McCauley, H.L.a , Virata, M.C.D.a , Nettiksimmons, J.d , O'Connor, B.e , Ghosh, S.b , Verma, R.b  Evaluation of a Gender-Based Violence Prevention Program for Student Athletes in Mumbai, India (2014) Journal of Interpersonal Violence, 29 (4), pp. 758-778.","Gender-based violence, which includes sexual and intimate partner violence against women, is prevalent worldwide, prompting calls for primary prevention programs which engage men and boys in changing social norms that condone violence against women.",<1> <2> <3> <3> <3> <4> <4> <5>
108,"Petschnig, M., Heidenreich, S., Spieth, P. Innovative alternatives take action - Investigating determinants of alternative fuel vehicle adoption (2014) Transportation Research Part A: Policy and Practice, 61, pp. 68-83.",Alternative fuel vehicles (AFVs) as environmentally friendly alternatives to conventional internal combustion engines have gained increasing attention in general public.,<1> <1> <2> <3> <4> <5> <5>
109,"Gerards, R.a , de Grip, A.b , Witlox, M.c  'Employability-miles' and worker employability awareness (2014) Applied Economics, 46 (9), pp. 952-965.",This article studies the use and impact of a ('Employability-miles') voucher scheme.,<1> <1> <3> <4> <4> <4> <4> <4> <4> <5>
110,"Ross, L.T., Brinson, M.K., Ross, T.P. Parenting influences on bicycle helmet rules and estimations of children's helmet use (2014) Journal of Psychology: Interdisciplinary and Applied, 148 (2), pp. 197-213.",The present study examined the potential relationship between parenting variables and estimations of children's bicycle helmet use.,<1> <3> <4> <4> <4> <4> <5> <5>
111,"Doherty, N.F. The role of socio-technical principles in leveraging meaningful benefits from IT investments (2014) Applied Ergonomics, 45 (2 PA), pp. 181-187.","In recent years there has been a great deal of academic and practitioner interest in the role of 'benefits realisation management' [BRM] approaches, as a means of proactively leveraging value from IT investments.",<1> <1> <2> <5>
